msa_id	relative_path	num_sequences	alignment_length	seq_bin	len_bin	stratum	split
3013	data_pandit/aa/3013/data.3013	7	156	<=50	<=500	<=50|<=500	train
3014	data_pandit/aa/3014/data.3014	4	392	<=50	<=500	<=50|<=500	train
3016	data_pandit/aa/3016/data.3016	8	188	<=50	<=500	<=50|<=500	train
3017	data_pandit/aa/3017/data.3017	7	552	<=50	501-1000	<=50|501-1000	train
3018	data_pandit/aa/3018/data.3018	8	460	<=50	<=500	<=50|<=500	val
3019	data_pandit/aa/3019/data.3019	7	501	<=50	501-1000	<=50|501-1000	train
3020	data_pandit/aa/3020/data.3020	7	620	<=50	501-1000	<=50|501-1000	train
3021	data_pandit/aa/3021/data.3021	9	307	<=50	<=500	<=50|<=500	train
3022	data_pandit/aa/3022/data.3022	8	494	<=50	<=500	<=50|<=500	val
3023	data_pandit/aa/3023/data.3023	15	149	<=50	<=500	<=50|<=500	train
3024	data_pandit/aa/3024/data.3024	7	223	<=50	<=500	<=50|<=500	val
3025	data_pandit/aa/3025/data.3025	8	116	<=50	<=500	<=50|<=500	train
3027	data_pandit/aa/3027/data.3027	46	102	<=50	<=500	<=50|<=500	train
3028	data_pandit/aa/3028/data.3028	6	259	<=50	<=500	<=50|<=500	train
3029	data_pandit/aa/3029/data.3029	5	415	<=50	<=500	<=50|<=500	val
3032	data_pandit/aa/3032/data.3032	15	189	<=50	<=500	<=50|<=500	train
3033	data_pandit/aa/3033/data.3033	7	381	<=50	<=500	<=50|<=500	train
3034	data_pandit/aa/3034/data.3034	9	157	<=50	<=500	<=50|<=500	train
3035	data_pandit/aa/3035/data.3035	10	131	<=50	<=500	<=50|<=500	train
3036	data_pandit/aa/3036/data.3036	7	366	<=50	<=500	<=50|<=500	train
3037	data_pandit/aa/3037/data.3037	7	188	<=50	<=500	<=50|<=500	val
3038	data_pandit/aa/3038/data.3038	10	148	<=50	<=500	<=50|<=500	val
3039	data_pandit/aa/3039/data.3039	13	74	<=50	<=500	<=50|<=500	train
3040	data_pandit/aa/3040/data.3040	6	831	<=50	501-1000	<=50|501-1000	train
3041	data_pandit/aa/3041/data.3041	5	536	<=50	501-1000	<=50|501-1000	train
3042	data_pandit/aa/3042/data.3042	4	267	<=50	<=500	<=50|<=500	train
3043	data_pandit/aa/3043/data.3043	8	224	<=50	<=500	<=50|<=500	train
3044	data_pandit/aa/3044/data.3044	5	654	<=50	501-1000	<=50|501-1000	val
3045	data_pandit/aa/3045/data.3045	7	235	<=50	<=500	<=50|<=500	train
3046	data_pandit/aa/3046/data.3046	5	157	<=50	<=500	<=50|<=500	train
3047	data_pandit/aa/3047/data.3047	13	336	<=50	<=500	<=50|<=500	train
3048	data_pandit/aa/3048/data.3048	8	294	<=50	<=500	<=50|<=500	train
3049	data_pandit/aa/3049/data.3049	4	367	<=50	<=500	<=50|<=500	train
3050	data_pandit/aa/3050/data.3050	8	381	<=50	<=500	<=50|<=500	val
3052	data_pandit/aa/3052/data.3052	4	348	<=50	<=500	<=50|<=500	train
3054	data_pandit/aa/3054/data.3054	10	176	<=50	<=500	<=50|<=500	train
3055	data_pandit/aa/3055/data.3055	18	366	<=50	<=500	<=50|<=500	test
3056	data_pandit/aa/3056/data.3056	4	312	<=50	<=500	<=50|<=500	train
3057	data_pandit/aa/3057/data.3057	5	427	<=50	<=500	<=50|<=500	train
3058	data_pandit/aa/3058/data.3058	11	572	<=50	501-1000	<=50|501-1000	train
3059	data_pandit/aa/3059/data.3059	5	696	<=50	501-1000	<=50|501-1000	train
3061	data_pandit/aa/3061/data.3061	5	832	<=50	501-1000	<=50|501-1000	train
3062	data_pandit/aa/3062/data.3062	4	109	<=50	<=500	<=50|<=500	test
3064	data_pandit/aa/3064/data.3064	7	113	<=50	<=500	<=50|<=500	train
3065	data_pandit/aa/3065/data.3065	4	259	<=50	<=500	<=50|<=500	train
3066	data_pandit/aa/3066/data.3066	6	212	<=50	<=500	<=50|<=500	val
3067	data_pandit/aa/3067/data.3067	4	310	<=50	<=500	<=50|<=500	test
3068	data_pandit/aa/3068/data.3068	5	354	<=50	<=500	<=50|<=500	train
3069	data_pandit/aa/3069/data.3069	6	412	<=50	<=500	<=50|<=500	train
3070	data_pandit/aa/3070/data.3070	5	295	<=50	<=500	<=50|<=500	train
3071	data_pandit/aa/3071/data.3071	13	209	<=50	<=500	<=50|<=500	test
3072	data_pandit/aa/3072/data.3072	11	271	<=50	<=500	<=50|<=500	train
3073	data_pandit/aa/3073/data.3073	8	237	<=50	<=500	<=50|<=500	test
3074	data_pandit/aa/3074/data.3074	6	124	<=50	<=500	<=50|<=500	train
3075	data_pandit/aa/3075/data.3075	9	303	<=50	<=500	<=50|<=500	train
3076	data_pandit/aa/3076/data.3076	12	225	<=50	<=500	<=50|<=500	val
3078	data_pandit/aa/3078/data.3078	9	147	<=50	<=500	<=50|<=500	train
3079	data_pandit/aa/3079/data.3079	12	142	<=50	<=500	<=50|<=500	train
3080	data_pandit/aa/3080/data.3080	9	289	<=50	<=500	<=50|<=500	train
3081	data_pandit/aa/3081/data.3081	11	260	<=50	<=500	<=50|<=500	train
3082	data_pandit/aa/3082/data.3082	9	160	<=50	<=500	<=50|<=500	train
3086	data_pandit/aa/3086/data.3086	10	91	<=50	<=500	<=50|<=500	val
3087	data_pandit/aa/3087/data.3087	6	335	<=50	<=500	<=50|<=500	test
3088	data_pandit/aa/3088/data.3088	8	589	<=50	501-1000	<=50|501-1000	train
3089	data_pandit/aa/3089/data.3089	10	453	<=50	<=500	<=50|<=500	val
3090	data_pandit/aa/3090/data.3090	10	503	<=50	501-1000	<=50|501-1000	train
3091	data_pandit/aa/3091/data.3091	29	122	<=50	<=500	<=50|<=500	train
3092	data_pandit/aa/3092/data.3092	4	321	<=50	<=500	<=50|<=500	val
3093	data_pandit/aa/3093/data.3093	8	596	<=50	501-1000	<=50|501-1000	train
3094	data_pandit/aa/3094/data.3094	23	400	<=50	<=500	<=50|<=500	train
3095	data_pandit/aa/3095/data.3095	22	267	<=50	<=500	<=50|<=500	train
3097	data_pandit/aa/3097/data.3097	10	289	<=50	<=500	<=50|<=500	train
3098	data_pandit/aa/3098/data.3098	9	248	<=50	<=500	<=50|<=500	test
3099	data_pandit/aa/3099/data.3099	7	95	<=50	<=500	<=50|<=500	train
3100	data_pandit/aa/3100/data.3100	12	121	<=50	<=500	<=50|<=500	train
3102	data_pandit/aa/3102/data.3102	5	370	<=50	<=500	<=50|<=500	train
3103	data_pandit/aa/3103/data.3103	5	670	<=50	501-1000	<=50|501-1000	train
3104	data_pandit/aa/3104/data.3104	5	149	<=50	<=500	<=50|<=500	train
3105	data_pandit/aa/3105/data.3105	5	342	<=50	<=500	<=50|<=500	train
3106	data_pandit/aa/3106/data.3106	7	582	<=50	501-1000	<=50|501-1000	test
3107	data_pandit/aa/3107/data.3107	5	287	<=50	<=500	<=50|<=500	train
3108	data_pandit/aa/3108/data.3108	4	230	<=50	<=500	<=50|<=500	train
3109	data_pandit/aa/3109/data.3109	5	824	<=50	501-1000	<=50|501-1000	train
3111	data_pandit/aa/3111/data.3111	5	465	<=50	<=500	<=50|<=500	val
3112	data_pandit/aa/3112/data.3112	4	372	<=50	<=500	<=50|<=500	train
3113	data_pandit/aa/3113/data.3113	6	486	<=50	<=500	<=50|<=500	train
3114	data_pandit/aa/3114/data.3114	23	555	<=50	501-1000	<=50|501-1000	train
3115	data_pandit/aa/3115/data.3115	5	175	<=50	<=500	<=50|<=500	train
3116	data_pandit/aa/3116/data.3116	27	150	<=50	<=500	<=50|<=500	train
3117	data_pandit/aa/3117/data.3117	9	184	<=50	<=500	<=50|<=500	train
3118	data_pandit/aa/3118/data.3118	8	399	<=50	<=500	<=50|<=500	val
3119	data_pandit/aa/3119/data.3119	7	613	<=50	501-1000	<=50|501-1000	train
3121	data_pandit/aa/3121/data.3121	5	190	<=50	<=500	<=50|<=500	train
3122	data_pandit/aa/3122/data.3122	38	208	<=50	<=500	<=50|<=500	train
3123	data_pandit/aa/3123/data.3123	21	210	<=50	<=500	<=50|<=500	train
3125	data_pandit/aa/3125/data.3125	15	311	<=50	<=500	<=50|<=500	train
3126	data_pandit/aa/3126/data.3126	15	170	<=50	<=500	<=50|<=500	train
3127	data_pandit/aa/3127/data.3127	9	480	<=50	<=500	<=50|<=500	train
3129	data_pandit/aa/3129/data.3129	106	266	101-200	<=500	101-200|<=500	train
3130	data_pandit/aa/3130/data.3130	25	91	<=50	<=500	<=50|<=500	train
3131	data_pandit/aa/3131/data.3131	14	168	<=50	<=500	<=50|<=500	test
3132	data_pandit/aa/3132/data.3132	5	99	<=50	<=500	<=50|<=500	train
3133	data_pandit/aa/3133/data.3133	8	210	<=50	<=500	<=50|<=500	train
3134	data_pandit/aa/3134/data.3134	8	124	<=50	<=500	<=50|<=500	train
3135	data_pandit/aa/3135/data.3135	5	232	<=50	<=500	<=50|<=500	train
3136	data_pandit/aa/3136/data.3136	174	1003	101-200	1001-5000	101-200|1001-5000	train
3138	data_pandit/aa/3138/data.3138	4	135	<=50	<=500	<=50|<=500	train
3139	data_pandit/aa/3139/data.3139	8	269	<=50	<=500	<=50|<=500	test
3140	data_pandit/aa/3140/data.3140	6	91	<=50	<=500	<=50|<=500	val
3141	data_pandit/aa/3141/data.3141	8	456	<=50	<=500	<=50|<=500	train
3142	data_pandit/aa/3142/data.3142	4	451	<=50	<=500	<=50|<=500	val
3143	data_pandit/aa/3143/data.3143	13	222	<=50	<=500	<=50|<=500	test
3144	data_pandit/aa/3144/data.3144	8	489	<=50	<=500	<=50|<=500	train
3145	data_pandit/aa/3145/data.3145	10	380	<=50	<=500	<=50|<=500	train
3146	data_pandit/aa/3146/data.3146	5	161	<=50	<=500	<=50|<=500	train
3147	data_pandit/aa/3147/data.3147	11	327	<=50	<=500	<=50|<=500	train
3148	data_pandit/aa/3148/data.3148	11	56	<=50	<=500	<=50|<=500	train
3149	data_pandit/aa/3149/data.3149	5	415	<=50	<=500	<=50|<=500	train
3150	data_pandit/aa/3150/data.3150	5	79	<=50	<=500	<=50|<=500	train
3151	data_pandit/aa/3151/data.3151	7	511	<=50	501-1000	<=50|501-1000	test
3152	data_pandit/aa/3152/data.3152	9	245	<=50	<=500	<=50|<=500	test
3153	data_pandit/aa/3153/data.3153	10	277	<=50	<=500	<=50|<=500	test
3154	data_pandit/aa/3154/data.3154	11	425	<=50	<=500	<=50|<=500	train
3155	data_pandit/aa/3155/data.3155	11	176	<=50	<=500	<=50|<=500	train
3156	data_pandit/aa/3156/data.3156	12	97	<=50	<=500	<=50|<=500	train
3157	data_pandit/aa/3157/data.3157	10	252	<=50	<=500	<=50|<=500	train
3158	data_pandit/aa/3158/data.3158	10	245	<=50	<=500	<=50|<=500	train
3159	data_pandit/aa/3159/data.3159	4	1343	<=50	1001-5000	<=50|1001-5000	val
3160	data_pandit/aa/3160/data.3160	9	295	<=50	<=500	<=50|<=500	val
3161	data_pandit/aa/3161/data.3161	10	168	<=50	<=500	<=50|<=500	train
3162	data_pandit/aa/3162/data.3162	10	131	<=50	<=500	<=50|<=500	train
3163	data_pandit/aa/3163/data.3163	11	311	<=50	<=500	<=50|<=500	train
3164	data_pandit/aa/3164/data.3164	10	281	<=50	<=500	<=50|<=500	val
3165	data_pandit/aa/3165/data.3165	7	265	<=50	<=500	<=50|<=500	train
3166	data_pandit/aa/3166/data.3166	8	448	<=50	<=500	<=50|<=500	train
3167	data_pandit/aa/3167/data.3167	28	162	<=50	<=500	<=50|<=500	train
3168	data_pandit/aa/3168/data.3168	11	351	<=50	<=500	<=50|<=500	train
3169	data_pandit/aa/3169/data.3169	12	44	<=50	<=500	<=50|<=500	train
3170	data_pandit/aa/3170/data.3170	7	291	<=50	<=500	<=50|<=500	train
3171	data_pandit/aa/3171/data.3171	5	998	<=50	501-1000	<=50|501-1000	train
3172	data_pandit/aa/3172/data.3172	13	457	<=50	<=500	<=50|<=500	train
3175	data_pandit/aa/3175/data.3175	36	144	<=50	<=500	<=50|<=500	train
3177	data_pandit/aa/3177/data.3177	6	341	<=50	<=500	<=50|<=500	train
3178	data_pandit/aa/3178/data.3178	7	608	<=50	501-1000	<=50|501-1000	train
3179	data_pandit/aa/3179/data.3179	16	538	<=50	501-1000	<=50|501-1000	train
3180	data_pandit/aa/3180/data.3180	19	364	<=50	<=500	<=50|<=500	train
3184	data_pandit/aa/3184/data.3184	4	231	<=50	<=500	<=50|<=500	train
3185	data_pandit/aa/3185/data.3185	41	157	<=50	<=500	<=50|<=500	train
3186	data_pandit/aa/3186/data.3186	9	87	<=50	<=500	<=50|<=500	train
3187	data_pandit/aa/3187/data.3187	7	228	<=50	<=500	<=50|<=500	train
3188	data_pandit/aa/3188/data.3188	5	208	<=50	<=500	<=50|<=500	train
3191	data_pandit/aa/3191/data.3191	8	427	<=50	<=500	<=50|<=500	train
3192	data_pandit/aa/3192/data.3192	5	769	<=50	501-1000	<=50|501-1000	train
3193	data_pandit/aa/3193/data.3193	5	691	<=50	501-1000	<=50|501-1000	val
3194	data_pandit/aa/3194/data.3194	6	590	<=50	501-1000	<=50|501-1000	train
3195	data_pandit/aa/3195/data.3195	17	343	<=50	<=500	<=50|<=500	train
3198	data_pandit/aa/3198/data.3198	55	513	51-100	501-1000	51-100|501-1000	train
3199	data_pandit/aa/3199/data.3199	6	76	<=50	<=500	<=50|<=500	train
3200	data_pandit/aa/3200/data.3200	7	282	<=50	<=500	<=50|<=500	train
3202	data_pandit/aa/3202/data.3202	13	54	<=50	<=500	<=50|<=500	train
3203	data_pandit/aa/3203/data.3203	5	105	<=50	<=500	<=50|<=500	test
3204	data_pandit/aa/3204/data.3204	25	300	<=50	<=500	<=50|<=500	train
3205	data_pandit/aa/3205/data.3205	17	101	<=50	<=500	<=50|<=500	train
3207	data_pandit/aa/3207/data.3207	5	178	<=50	<=500	<=50|<=500	train
3208	data_pandit/aa/3208/data.3208	5	333	<=50	<=500	<=50|<=500	train
3209	data_pandit/aa/3209/data.3209	185	238	101-200	<=500	101-200|<=500	train
3210	data_pandit/aa/3210/data.3210	31	143	<=50	<=500	<=50|<=500	train
3211	data_pandit/aa/3211/data.3211	51	135	51-100	<=500	51-100|<=500	train
3212	data_pandit/aa/3212/data.3212	8	75	<=50	<=500	<=50|<=500	test
3213	data_pandit/aa/3213/data.3213	18	118	<=50	<=500	<=50|<=500	val
3214	data_pandit/aa/3214/data.3214	7	78	<=50	<=500	<=50|<=500	train
3215	data_pandit/aa/3215/data.3215	7	397	<=50	<=500	<=50|<=500	train
3216	data_pandit/aa/3216/data.3216	58	213	51-100	<=500	51-100|<=500	train
3217	data_pandit/aa/3217/data.3217	48	87	<=50	<=500	<=50|<=500	train
3218	data_pandit/aa/3218/data.3218	22	89	<=50	<=500	<=50|<=500	train
3219	data_pandit/aa/3219/data.3219	16	136	<=50	<=500	<=50|<=500	train
3220	data_pandit/aa/3220/data.3220	44	93	<=50	<=500	<=50|<=500	val
3221	data_pandit/aa/3221/data.3221	40	100	<=50	<=500	<=50|<=500	val
3224	data_pandit/aa/3224/data.3224	31	109	<=50	<=500	<=50|<=500	train
3225	data_pandit/aa/3225/data.3225	69	136	51-100	<=500	51-100|<=500	test
3226	data_pandit/aa/3226/data.3226	32	138	<=50	<=500	<=50|<=500	train
3227	data_pandit/aa/3227/data.3227	35	149	<=50	<=500	<=50|<=500	train
3228	data_pandit/aa/3228/data.3228	35	146	<=50	<=500	<=50|<=500	train
3230	data_pandit/aa/3230/data.3230	6	224	<=50	<=500	<=50|<=500	train
3231	data_pandit/aa/3231/data.3231	9	122	<=50	<=500	<=50|<=500	train
3232	data_pandit/aa/3232/data.3232	12	157	<=50	<=500	<=50|<=500	train
3233	data_pandit/aa/3233/data.3233	7	46	<=50	<=500	<=50|<=500	train
3234	data_pandit/aa/3234/data.3234	81	118	51-100	<=500	51-100|<=500	train
3235	data_pandit/aa/3235/data.3235	45	168	<=50	<=500	<=50|<=500	train
3236	data_pandit/aa/3236/data.3236	33	221	<=50	<=500	<=50|<=500	train
3238	data_pandit/aa/3238/data.3238	11	52	<=50	<=500	<=50|<=500	test
3239	data_pandit/aa/3239/data.3239	21	175	<=50	<=500	<=50|<=500	train
3240	data_pandit/aa/3240/data.3240	74	112	51-100	<=500	51-100|<=500	test
3241	data_pandit/aa/3241/data.3241	108	111	101-200	<=500	101-200|<=500	train
3242	data_pandit/aa/3242/data.3242	37	157	<=50	<=500	<=50|<=500	val
3243	data_pandit/aa/3243/data.3243	35	326	<=50	<=500	<=50|<=500	train
3244	data_pandit/aa/3244/data.3244	20	179	<=50	<=500	<=50|<=500	val
3245	data_pandit/aa/3245/data.3245	8	440	<=50	<=500	<=50|<=500	train
3246	data_pandit/aa/3246/data.3246	96	276	51-100	<=500	51-100|<=500	train
3247	data_pandit/aa/3247/data.3247	59	100	51-100	<=500	51-100|<=500	train
3248	data_pandit/aa/3248/data.3248	55	101	51-100	<=500	51-100|<=500	train
3249	data_pandit/aa/3249/data.3249	49	447	<=50	<=500	<=50|<=500	train
3250	data_pandit/aa/3250/data.3250	4	47	<=50	<=500	<=50|<=500	test
3251	data_pandit/aa/3251/data.3251	11	51	<=50	<=500	<=50|<=500	train
3255	data_pandit/aa/3255/data.3255	24	459	<=50	<=500	<=50|<=500	train
3256	data_pandit/aa/3256/data.3256	13	165	<=50	<=500	<=50|<=500	train
3258	data_pandit/aa/3258/data.3258	4	442	<=50	<=500	<=50|<=500	val
3259	data_pandit/aa/3259/data.3259	19	123	<=50	<=500	<=50|<=500	train
3260	data_pandit/aa/3260/data.3260	8	193	<=50	<=500	<=50|<=500	train
3261	data_pandit/aa/3261/data.3261	10	173	<=50	<=500	<=50|<=500	train
3263	data_pandit/aa/3263/data.3263	12	99	<=50	<=500	<=50|<=500	train
3267	data_pandit/aa/3267/data.3267	4	198	<=50	<=500	<=50|<=500	train
3269	data_pandit/aa/3269/data.3269	4	195	<=50	<=500	<=50|<=500	train
3271	data_pandit/aa/3271/data.3271	4	69	<=50	<=500	<=50|<=500	train
3272	data_pandit/aa/3272/data.3272	5	107	<=50	<=500	<=50|<=500	val
3274	data_pandit/aa/3274/data.3274	4	430	<=50	<=500	<=50|<=500	train
3276	data_pandit/aa/3276/data.3276	36	459	<=50	<=500	<=50|<=500	train
3277	data_pandit/aa/3277/data.3277	4	227	<=50	<=500	<=50|<=500	train
3278	data_pandit/aa/3278/data.3278	5	55	<=50	<=500	<=50|<=500	train
3279	data_pandit/aa/3279/data.3279	5	85	<=50	<=500	<=50|<=500	val
3283	data_pandit/aa/3283/data.3283	4	290	<=50	<=500	<=50|<=500	test
3286	data_pandit/aa/3286/data.3286	15	492	<=50	<=500	<=50|<=500	train
3287	data_pandit/aa/3287/data.3287	4	360	<=50	<=500	<=50|<=500	train
3291	data_pandit/aa/3291/data.3291	7	102	<=50	<=500	<=50|<=500	train
3293	data_pandit/aa/3293/data.3293	7	219	<=50	<=500	<=50|<=500	test
3300	data_pandit/aa/3300/data.3300	5	163	<=50	<=500	<=50|<=500	test
3303	data_pandit/aa/3303/data.3303	14	268	<=50	<=500	<=50|<=500	train
3305	data_pandit/aa/3305/data.3305	4	70	<=50	<=500	<=50|<=500	val
3307	data_pandit/aa/3307/data.3307	27	791	<=50	501-1000	<=50|501-1000	train
3308	data_pandit/aa/3308/data.3308	40	175	<=50	<=500	<=50|<=500	train
3310	data_pandit/aa/3310/data.3310	24	197	<=50	<=500	<=50|<=500	train
3311	data_pandit/aa/3311/data.3311	33	95	<=50	<=500	<=50|<=500	test
3312	data_pandit/aa/3312/data.3312	15	958	<=50	501-1000	<=50|501-1000	val
3313	data_pandit/aa/3313/data.3313	41	392	<=50	<=500	<=50|<=500	val
3314	data_pandit/aa/3314/data.3314	16	82	<=50	<=500	<=50|<=500	train
3316	data_pandit/aa/3316/data.3316	10	155	<=50	<=500	<=50|<=500	train
3317	data_pandit/aa/3317/data.3317	8	875	<=50	501-1000	<=50|501-1000	train
3318	data_pandit/aa/3318/data.3318	27	225	<=50	<=500	<=50|<=500	test
3319	data_pandit/aa/3319/data.3319	13	193	<=50	<=500	<=50|<=500	train
3320	data_pandit/aa/3320/data.3320	25	252	<=50	<=500	<=50|<=500	train
3321	data_pandit/aa/3321/data.3321	6	286	<=50	<=500	<=50|<=500	train
3323	data_pandit/aa/3323/data.3323	4	689	<=50	501-1000	<=50|501-1000	train
3324	data_pandit/aa/3324/data.3324	8	362	<=50	<=500	<=50|<=500	train
3325	data_pandit/aa/3325/data.3325	23	543	<=50	501-1000	<=50|501-1000	train
3328	data_pandit/aa/3328/data.3328	148	300	101-200	<=500	101-200|<=500	train
3331	data_pandit/aa/3331/data.3331	27	233	<=50	<=500	<=50|<=500	val
3332	data_pandit/aa/3332/data.3332	4	371	<=50	<=500	<=50|<=500	train
3333	data_pandit/aa/3333/data.3333	21	519	<=50	501-1000	<=50|501-1000	train
3334	data_pandit/aa/3334/data.3334	7	31	<=50	<=500	<=50|<=500	train
3336	data_pandit/aa/3336/data.3336	10	161	<=50	<=500	<=50|<=500	train
3337	data_pandit/aa/3337/data.3337	22	91	<=50	<=500	<=50|<=500	test
3338	data_pandit/aa/3338/data.3338	6	248	<=50	<=500	<=50|<=500	train
3339	data_pandit/aa/3339/data.3339	12	308	<=50	<=500	<=50|<=500	train
3340	data_pandit/aa/3340/data.3340	13	178	<=50	<=500	<=50|<=500	test
3341	data_pandit/aa/3341/data.3341	11	471	<=50	<=500	<=50|<=500	train
3342	data_pandit/aa/3342/data.3342	9	261	<=50	<=500	<=50|<=500	test
3343	data_pandit/aa/3343/data.3343	12	184	<=50	<=500	<=50|<=500	train
3344	data_pandit/aa/3344/data.3344	11	188	<=50	<=500	<=50|<=500	train
3345	data_pandit/aa/3345/data.3345	4	99	<=50	<=500	<=50|<=500	train
3346	data_pandit/aa/3346/data.3346	7	247	<=50	<=500	<=50|<=500	train
3347	data_pandit/aa/3347/data.3347	18	171	<=50	<=500	<=50|<=500	train
3348	data_pandit/aa/3348/data.3348	13	193	<=50	<=500	<=50|<=500	val
3349	data_pandit/aa/3349/data.3349	9	162	<=50	<=500	<=50|<=500	train
3350	data_pandit/aa/3350/data.3350	9	395	<=50	<=500	<=50|<=500	val
3351	data_pandit/aa/3351/data.3351	51	496	51-100	<=500	51-100|<=500	train
3352	data_pandit/aa/3352/data.3352	6	195	<=50	<=500	<=50|<=500	val
3353	data_pandit/aa/3353/data.3353	12	51	<=50	<=500	<=50|<=500	train
3354	data_pandit/aa/3354/data.3354	5	421	<=50	<=500	<=50|<=500	train
3355	data_pandit/aa/3355/data.3355	9	442	<=50	<=500	<=50|<=500	val
3356	data_pandit/aa/3356/data.3356	31	603	<=50	501-1000	<=50|501-1000	test
3357	data_pandit/aa/3357/data.3357	13	348	<=50	<=500	<=50|<=500	train
3358	data_pandit/aa/3358/data.3358	29	212	<=50	<=500	<=50|<=500	train
3359	data_pandit/aa/3359/data.3359	4	113	<=50	<=500	<=50|<=500	train
3361	data_pandit/aa/3361/data.3361	12	393	<=50	<=500	<=50|<=500	train
3362	data_pandit/aa/3362/data.3362	13	549	<=50	501-1000	<=50|501-1000	train
3363	data_pandit/aa/3363/data.3363	15	71	<=50	<=500	<=50|<=500	train
3364	data_pandit/aa/3364/data.3364	5	182	<=50	<=500	<=50|<=500	test
3365	data_pandit/aa/3365/data.3365	17	244	<=50	<=500	<=50|<=500	train
3366	data_pandit/aa/3366/data.3366	36	130	<=50	<=500	<=50|<=500	train
3367	data_pandit/aa/3367/data.3367	8	334	<=50	<=500	<=50|<=500	train
3368	data_pandit/aa/3368/data.3368	12	190	<=50	<=500	<=50|<=500	train
3369	data_pandit/aa/3369/data.3369	17	311	<=50	<=500	<=50|<=500	train
3371	data_pandit/aa/3371/data.3371	4	106	<=50	<=500	<=50|<=500	train
3372	data_pandit/aa/3372/data.3372	9	378	<=50	<=500	<=50|<=500	val
3373	data_pandit/aa/3373/data.3373	13	290	<=50	<=500	<=50|<=500	train
3374	data_pandit/aa/3374/data.3374	10	323	<=50	<=500	<=50|<=500	train
3376	data_pandit/aa/3376/data.3376	11	70	<=50	<=500	<=50|<=500	train
3379	data_pandit/aa/3379/data.3379	16	125	<=50	<=500	<=50|<=500	train
3380	data_pandit/aa/3380/data.3380	17	90	<=50	<=500	<=50|<=500	test
3381	data_pandit/aa/3381/data.3381	4	231	<=50	<=500	<=50|<=500	train
3383	data_pandit/aa/3383/data.3383	26	196	<=50	<=500	<=50|<=500	train
3384	data_pandit/aa/3384/data.3384	12	406	<=50	<=500	<=50|<=500	val
3385	data_pandit/aa/3385/data.3385	37	280	<=50	<=500	<=50|<=500	train
3386	data_pandit/aa/3386/data.3386	16	521	<=50	501-1000	<=50|501-1000	val
3387	data_pandit/aa/3387/data.3387	20	58	<=50	<=500	<=50|<=500	train
3388	data_pandit/aa/3388/data.3388	17	269	<=50	<=500	<=50|<=500	val
3389	data_pandit/aa/3389/data.3389	6	1024	<=50	1001-5000	<=50|1001-5000	test
3390	data_pandit/aa/3390/data.3390	14	347	<=50	<=500	<=50|<=500	val
3391	data_pandit/aa/3391/data.3391	13	180	<=50	<=500	<=50|<=500	val
3392	data_pandit/aa/3392/data.3392	15	42	<=50	<=500	<=50|<=500	train
3393	data_pandit/aa/3393/data.3393	5	726	<=50	501-1000	<=50|501-1000	test
3394	data_pandit/aa/3394/data.3394	22	52	<=50	<=500	<=50|<=500	train
3395	data_pandit/aa/3395/data.3395	34	180	<=50	<=500	<=50|<=500	test
3397	data_pandit/aa/3397/data.3397	9	412	<=50	<=500	<=50|<=500	train
3398	data_pandit/aa/3398/data.3398	8	376	<=50	<=500	<=50|<=500	val
3399	data_pandit/aa/3399/data.3399	11	109	<=50	<=500	<=50|<=500	train
3400	data_pandit/aa/3400/data.3400	15	123	<=50	<=500	<=50|<=500	val
3401	data_pandit/aa/3401/data.3401	10	104	<=50	<=500	<=50|<=500	train
3402	data_pandit/aa/3402/data.3402	14	135	<=50	<=500	<=50|<=500	train
3404	data_pandit/aa/3404/data.3404	6	128	<=50	<=500	<=50|<=500	val
3406	data_pandit/aa/3406/data.3406	16	142	<=50	<=500	<=50|<=500	train
3407	data_pandit/aa/3407/data.3407	4	153	<=50	<=500	<=50|<=500	test
3409	data_pandit/aa/3409/data.3409	4	177	<=50	<=500	<=50|<=500	train
3410	data_pandit/aa/3410/data.3410	10	86	<=50	<=500	<=50|<=500	train
3414	data_pandit/aa/3414/data.3414	9	466	<=50	<=500	<=50|<=500	train
3415	data_pandit/aa/3415/data.3415	8	441	<=50	<=500	<=50|<=500	val
3416	data_pandit/aa/3416/data.3416	6	301	<=50	<=500	<=50|<=500	train
3418	data_pandit/aa/3418/data.3418	4	662	<=50	501-1000	<=50|501-1000	val
3420	data_pandit/aa/3420/data.3420	4	287	<=50	<=500	<=50|<=500	val
3421	data_pandit/aa/3421/data.3421	5	107	<=50	<=500	<=50|<=500	val
3424	data_pandit/aa/3424/data.3424	5	64	<=50	<=500	<=50|<=500	test
3426	data_pandit/aa/3426/data.3426	8	123	<=50	<=500	<=50|<=500	train
3427	data_pandit/aa/3427/data.3427	4	93	<=50	<=500	<=50|<=500	train
3428	data_pandit/aa/3428/data.3428	4	413	<=50	<=500	<=50|<=500	train
3429	data_pandit/aa/3429/data.3429	4	252	<=50	<=500	<=50|<=500	val
3430	data_pandit/aa/3430/data.3430	13	247	<=50	<=500	<=50|<=500	train
3431	data_pandit/aa/3431/data.3431	7	140	<=50	<=500	<=50|<=500	train
3434	data_pandit/aa/3434/data.3434	6	75	<=50	<=500	<=50|<=500	test
3435	data_pandit/aa/3435/data.3435	7	149	<=50	<=500	<=50|<=500	train
3436	data_pandit/aa/3436/data.3436	7	87	<=50	<=500	<=50|<=500	train
